village
laweloningsepakat
laweloningi
gaya
gayajaya
gelah
musara
gelahmusara
mulie
dame
muliedame
hakhapen
laweloninghakhapen
karya
karyaindah
kayu
mbelin
kayumbelin
lawesigalabaratjaya
pekhidinen
lawepekhidinen
kertimbang
ndauh
nitenggo
ndauhnitenggo
bambel
bambelgabungan
kisam
hijo
lawehijo
pinding
terutung
megara
asli
terutungmegaraasli
biak
muli
biakmuli
lang-lang
kutelang-lang
pedesi
payung
terutungpayunghulu
terutungpayunghilir
tualang
sembilar
tualangsembilar
kuning
kuningi
kuningii
cinta
cintadamai
likat
rikit
kihing
lawekihing
seperai
terutungseperai
seri
kuteseri
antara
kutaantara
perengge
puloperengge
kendondong
pulokendondong
pancakh
iman
pancakhiman
biakmulibaru
pantai
biakmulipantairaja
sejahtera
biakmulisejahtera
haji
lembahhaji
terutungpayunggabungan
metuah
lawehijometuah
ampera
tembilakh
mbakhu
tembilakhmbakhu
bakhu
kutelang-langbakhu
kutacane
kotakutacane
perapat
perapathilir
perapathulu
bulan
muaralawebulan
mbarung
mbulan
batumbulanasli
batumbulani
batumbulanii
kampungraja
pulonas
melayu
kampungmelayugabungan
pedi
terutungpedi
kuterih
gumpang
gumpangjaya
latong
pulolatong
kutacanelama
mbaru
batumbulanmbaru
peding
pulopeding
mendabe
ujungbarat
pekhapat
panjang
pekhapattitipanjang
pekhapatsepakat
alas
marantcar
alasmarantcar
batumbulansepakat
sanggakh
pulosanggakh
melayui
datuk
saudane
mbarungdatuksaudane
salang
salangalas
kutapasir
purwodadi
kutatinggi
peranginan
natam
kumbang
kumbangjaya
kumbangindah
natambaru
megakhe
delengmegakhe
bekung
lawebekung
tampahan
lawebekungtampahan
badar
badarindah
mbekhong
batumbekhong
merah
tanahmerah
tanohmegakhe
sekerah
lawesekerah
pardomuan
pardomuanii
desky
lawedeskyi
sabas
lawedeskysabas
pardomuani
pardamean
tongah
lawedeskytongah
bakti
kutebakti
situlen
muarasitulen
kutemakmur
mantik
lawemantik
cintamakmur
setia
muarasetia
tanohalas
sejahterabaru
tawakh
lawetawakh
sabilussalam
lawedeskyjaya
pintualas
gulo
piku
pulopiku
terutungkute
kuteujung
stul
lawestul
kite
merangun
kitemerangun
mamas
tanjunglama
muda
tanjungmuda
rambung
teldak
rambungteldak
tanjungaman
sri
srimuda
ujungbaru
rambe
kuterambe
mamasbaru
rambungjaya
makmurjaya
darulmakmur
tanjungbakhu
gabung
pulogabung
kokhtan
kokhtanjaya
istiqamah
lawemamasindah
leuser
tanjungleuser
iv
simpangivtanjung
pinis
lawepinis
buntul
kendawi
buntulkendawi
abadi
kuningabadi
gala
pasirgala
penjengakan
pasirpenjengakan
kutambaru
sagu
lawesaguhulu
lawesaguhilir
bantil
kutebantil
kolok
lawekolok
rutung
lawerutung
nangka
kampungnangka
tenembak
juhar
tenembakjuhar
botong
kutabuluhbotong
katambaru
becawan
katambarubecawan
kinge
lawekinge
mandiri
kandangmbelangmandiri
mbacang
racun
mbacangracun
telaga
mekar
telagamekar
pulonasbaru
genting
kutagenting
lawesagubaru
lawesagu
pekhapet
pekhapettimur
bahagia
galuh
kutegaluhasli
lengat
pangan
kutelengatpangan
selian
kutelengatselian
tualangbaru
alurbuluh
maha
singkil
mahasingkil
bintang
tenembakbintang
lingga
kutelingga
bur
rikitbur
kerukunan
lawedua
rema
bambelbaru
pejuang
darussalam
amaliah
sebudi
sebudijaya
gekhat
kutegekhat
khambung
payekhambung
mbak
sako
mbaksako
imami
darulimami
rikitburii
lima
kuteempatlima
semadam
simpangsemadam
awal
semadamawal
asal
semadamasal
kinga
lawekingagabungan
tebing
lawekingatebingtinggi
kebun
sere
kebunsere
beringin
horas
laweberinginhoras
gayo
laweberingingayo
sukamakmur
puntung
pasarpuntung
titipasir
petanduk
lawepetanduki
ngkeran
ngkeranalurbuluh
segenap
sepakatsegenap
selamat
selamatindah
lapter
lawekingelapter
mejile
lawemejile
petanduk-ii
lawepetanduk-ii
titimas
meranti
sumur
lawesumur
pardamaian
salim
pipit
salimpipit
penguhapan
lumban
lumbantua
mutiaradamai
dolok
nauli
doloknauli
tuhi
jongkat
tuhijongkat
uning
sigugur
uningsigugur
sitio-tio
lumbansitio-tio
malum
lawemalum
baning
alurbaning
linggaalas
tumbung
khambungtumbung
tuah
mesade
tuahmesade
sumukh
sumukhalas
alukh
alukhbakhu
sepekhinding
subukh
tanohsubukh
pinggan
pingganmbelang
sigai
sigaiindah
ukekh
ukekhdeleng
mesikhat
alasmesikhat
titihakhapen
aunan
aunansepakat
penanggalan
lawepenanggalan
mengkudu
lawemengkudu
jambur
lak-lak
jamburlak-lak
jongar
simpangtigajongar
jongarasli
ketambe
bundar
rumahbundar
penyeberangan
damar
delengdamar
bener
bintangbener
rimbun
sukarimbun
laweaunan
bepapah
benerbepapah
penungkunen
datok
pining
datokpining
kati
katimaju
jati
sara
jatisara
bukitmbakhu
metangur
kayumetangur
sembekan
lawesembekan
laweberingin
ger-ger
laweger-ger
simpur
simpurjaya
salangbaru
ranto
dior
rantodior
lembahalas
tenembaklang-lang
sigotom
salangsigotom
tualanglama
gusung
gusungbatu
kaya
pangur
kayapangur
pangkat
lawepangkat
bunga
melur
bungamelur
penampaan
terutungmbelang
salangmuara
hakhum
lawehakhum
khukahen
tanohkhukahen
tading
ni
ulihi
tadingniulihi
peseluk
pesimbe
peselukpesimbe
kane
lot
kanelot
muhajirin
beriring
naru
beriringnaru
jeroh
katijeroh
pasaran
terutungmegaralawepasaran
kisamgabungan
kisamkutepasir
lawesumurbaru
lesung
kutelesung
berandang
bunin
kutebunin
buah
pala
buahpala
panosan
tengku
lawepasarantengkumbelin
megahke
terutungmegahkembakhu
lestari
kisamlestari
kisamkuterambe
polak
lawepolak
lawes
lawessumursepakat
setiabaru
teger
miko
tegermiko
pinim
salimpinimi
jamburdamar
langsat
alurlangsat
rambah
sayang
rambahsayang
rumahluar
tenembakalas
tungkal
lawetungkal
salimpinimii
jambukh
pekhmate
jambukhpekhmate
khutung
khutungmbelang
timang
rasa
timangrasa
stambul
stambuljaya
nangke
alurnangke
kutemejile
alga
bintangalgamusara
bintangbukitindah
sari
tanjungsari
bun-bun
bun-bunalas
naga
timbul
nagatimbul
pak-pak
gunungpak-pak
meriah
bukitmeriah
permata
permatamusara
laut
tawar
lauttawar
mende
kanemende
sekhakut
lawesekhakut
bunbun
bunbunindah
kekhine
tuahkekhine
punce
nali
puncenali
sade
ate
sadeate
akhih
majile
akhihmajile
ukhat
ukhatpeseluk
tunas
mude
tunasmude
gaye
sendah
gayesendah
kutehakhapen
kompas
luddin
sa
alueluddinsa
alueluddindua
aluedalam
dama
damapulosa
damapulodua
kulam
buketkulam
seuneubokteungoh
jungka
jungkagajah
seuneuboksimpang
matang
pineung
matangpineung
geulumpang
lhokgeulumpang
blangbuket
meunasah
meunasahkeutapang
rumia
buketrumia
aluegadeng
kapai
kapaibaro
seuneuboktuhasa
seuneuboktuhadua
seuneubokbuloh
gaseh
gasehsayang
aluelhok
trienggadeng
grong-grong
geuto
matanggeuto
merbo
aluemerbo
buketraya
gampongkeude
peukan
idi
peukanidicut
beunot
gampongbeunot
seuneubokbaroh
drum
teupindrum
kualaidicut
aceh
seuneubokaceh
bagok
panah
bagokpanahsa
bagokpanahdua
bagokpanahlhee
peut
bagokpanahpeut
bukettualang
keumuneng
keumunengsa
keumunengdua
keumunenglhee
keumunengpeut
limong
keumunenglimong
meunasahblang
keumahang
blangkeumahang
jambee
blangjambee
panyang
buketpanyang
seuneubokrambong
seuneubokbaro
mideun
blangmideun
bakong
payabakong
teupinraya
lhokrambong
julok
juloktunong
ulee
ateung
uleeateung
uleeblang
naleung
mane
rampak
manerampak
uyok
blanguyok
pauh
blangpauhsa
blangpauhdua
uleetanoh
binjei
keudekutabinjei
seroja
bukitseroja
kualageulumpang
tumpok
tumpokteungoh
seumatang
ujongtunong
dindeng
bukitdindeng
payapasi
cek
doi
aluecekdoi
gleum
blanggleum
tanjong
tok
tanjongtokblang
makmu
buketmakmu
seuntang
lhokseuntang
jawa
gampongjawa
keudeblang
anoe
tanohanoe
peudawa
puntong
kualapeudawapuntong
gampongaceh
gampongtanjong
blanggeulumpang
pu'uk
meunasahpu'uk
bantayan
timu
bantayantimu
mameh
keutapangmameh
kualaidi
keudeaceh
bacee
seuneubokbacee
titibaro
tanjongkapai
muka
o
alueduamukao
s
alueduamukas
jok
buketjok
meulinteung
buketmeulinteung
jalan
gampongjalan
teupinbatee
langa
buketlanga
buketpala
juara
buketjuara
seuneuboktutong
seuneuboktuha
sampoimah
damapulo
gureb
gurebblang
p.puntong
seuneubokteungohp.puntong
lawah
kutalawah
labu
jambolabu
canang
aluecanang
aluedrien
bukettiga
benteng
afeling
afelingiibukit
keumunenghulu
peutow
aluebuloh
teh
alueteh
payarambong
aluegadengsa
tampah
payatampah
payabilidua
payabilisa
peulawi
payapeulawi
birem
keudebirem
bayeun
aramiyah
blangtualang
seuleumak
buketseuleumak
biremrayeuk
aluegadengdua
sentang
aluesentang
merbou
merboudua
nyamoek
aluenyamoek
lokop
terujak
leles
nalon
jering
loot
seku
alan
sekualan
sunti
umah
taring
umahtaring
sembuang
mesir
rampah
arul
durin
aruldurin
keudebagoksa
keudebagokdua
asan
asantanjong
matangseuleumak
pukat
teupinpukat
neuheun
matangneuheun
kualabagok
meunasahteungoh
medang
ara
medangara
bugeng
barohbugeng
aron
seumatangaron
panjou
blangpanjou
u
pulou
cotasan
enjee
payaenjee
seuleumakmuda
matangpanyang
hagu
meunasahhagu
kunyet
matangkunyet
buketpanjou
meurak
buketmeurak
seuneubokdalam
mesjid
gampongmesjid
siwah
serdang
aluesiwahserdang
gamponglhee
beurandang
pasirputih
peureulak
keudepeureulak
leuge
uteun
uteundama
punti
alueduapayagajah
bitra
blangbitra
bugak
kualabugak
lipah
payalipah
seumatangmudaitam
lhokdalam
beusa
meuranoe
beusameuranoe
bangka
rimung
bangkarimung
rata
tanohrata
bandrong
balok
blangbalok
cotmudaitam
kualaleuge
balee
buya
baleebuya
nibong
aluenibong
peusangan
seuneubokpeusangan
pidie
seuneubokpidie
damatutong
matanggleum
lubok
pempeng
lubokpempeng
kalui
payakalui
mbon
cekmbon
meuligou
payameuligou
simpo
blangsimpo
blangbatee
matangpeulawi
cotgeulumpang
aluerambong
keh
cotkeh
rantaupanjang
alueraya
kumba
aluekumba
alueseuleumak
sarah
kayee
sarahkayee
siput
damarsiput
simpangpeut
aneuh
simpanganeuh
aluepunti
kaul
aluekaul
teube
sarahteube
tuwi
aluetuwi
peulalu
nicah
awe
nicahawe
aluebulohsa
aluebulohdua
breuh
teupinbreuh
matangrayeuk
matangkumbang
nie
blangnie
weng
matangweng
mulieng
aluemulieng
pucokaluedua
gampongblang
keudetuha
ulim
kualasimpangulim
lampoh
lampohrayeuk
teupinmamplam
titibaroh
pucokaluesa
pucokaluebarat
arakundo
seupeng
matangseupeng
unou
payaunou
johan
seuneubokjohan
puloblang
barom
blangbarom
bhom
bhomlama
puteh
pasiputeh
aluedua
udep
alueudep
seumali
payong
puntipayong
palas
payapalas
tampak
kliet
geunteng
aluegeunteng
pertamina
aluebatee
seumanah
seumanahjaya
seunong
blangseunong
pantelabu
panterambong
alueiemirah
saboh
seuneuboksaboh
kareung
buketkareung
bata
buketbata
meunasahtunong
keudebaro
perlak
matangperlak
kruet
matangkruet
leubok
meunasahleubok
pantepanah
demam
payademamsa
payademamdua
payademamlhee
pudeng
matangpudeng
putoh
putohsa
putohdua
sah
sahraja
sijudo
keupula
matangkeupulasa
matangkeupuladua
matangkeupulalhee
ubit
blangubit
guru
matangguru
pantee
bayam
panteebayam
meunasahasan
meunasahtingkeum
lueng
luengdua
luengpeut
payademampeut
abeuk
geulanteu
abeukgeulanteu
lop
rambonglop
tanjongara
jrok
matangjrok
naden
payanaden
minjei
tanjongminjei
pantemerbo
blangawe
bintah
andam
blangandam
matangnibong
luengsa
seuneubokbayu
alueieitam
nisan
blangnisan
bandar
bandarbaro
patong
aluepatong
jambobalee
jambolubok
cina
seuneubokcina
pelita
sagop
pelitasagopjaya
perkebunan
selatan
perkebunanjulokrayeukselatan
utara
perkebunanjulokrayeukutara
meureudu
seuneubokmeureudu
seuneubokteupinpanah
teupinpanah
gampongkeumuneng
keudekeumuneng
keumunenglhok
awee
payaawee
gaboh
payagaboh
kasah
padangkasah
teukuh
buketteukuh
buketpu'uk
blangminjei
a
aluekumbanga
m
aluekumbangm
seuneubokbuya
seuneubokdrien
bantayanbarat
guci
blangguci
rumiya
buketrumiya
seuneubokpunti
seuneubokjalan
jalandua
reuhat
jamboreuhat
seuneubokbenteng
pango
seuneubokpango
seuneubokkandang
uleejalan
uram
uramjalan
blangrambong
buketdrien
pantonrayeuka
b
pantonrayeukb
pantonrayeukm
t
pantonrayeukt
laman
payalaman
meunasahkrueng
asanrampak
gampongkuala
payadua
buketkuta
sama
samadua
blangkuta
peunteut
seuneubokpeunteut
babah
babahkrueng
lintang
kruetlintang
jengki
meriam
buketmeriam
aluegureb
seuneubokteupin
aluebugeng
seumatangkeude
seuneubokpaya
tho
aluetho
rawang
seuneubokrawang
bu
nireh
aluebualuenireh
lapang
seuneuboklapang
gelanggang
gelanggangmeurak
aluebualuelhok
pateng
tualangpateng
beusaseberang
mon
geudong
mongeudong
seungat
payaseungat
teumpeun
aluebutuha
aluebujalan
tanjongtualang
beringen
kebon
tempeun
kebontempeun
payagajah
kabu
biek
payabiek
beusabaroh
aluebujalanbaroh
aluebutunong
rangan
aluerangan
geulumpangpayong
keudee
labuhankeudee
seulamat
buketseulamat
alueitam
payakeutapang
mentah
gajahmentah
pase
seuneubokpase
lingka
kruenglingka
sungai
sungaisimpang
parek
kualaparek
jernih
simpangjernih
sumbang
batusumbang
kera
pantekera
melidi
tampur
paloh
tampurpaloh
boor
tampurboor
hti
naro
htirantaunaro
meudang
meudangara
gunongputoh
aroen
meunasaharoen
keudedua
jangat
aluejangat
buketpeulawi
panjoe
lhokpanjoe
seuneubokacehbaro
leumak
lhokleumak
seuneubokkulam
meurebo
pantonmeurebo
meureu
lhokmeureu
tunongbugeng
cempeudak
tufah
bukettufah
tunonguleegajah
keudondong
seuneubokpanton
buketteumpeun
kruep
payakruep
tunongpayakruep
aluesiwah
keutapangdua
pp
matangrayeukpp
jeumpa
meunasahjeumpa
lhokasahan
tualangdalam
kuyun
seuneubokkuyun
glee
uleeglee
seuneubokbarat
seuneuboktimu
bungong
matangbungong
smk
matangrayeuksmk
arulpinang
peunaron
peunaronbaru
peunaronlama
bukittiga
mulya
srimulya
delung
sekinel
delungsekinel
gelampang
gading
gelampanggading
gewat
jamat
kemerleng
kutebaru
keramil
kutekeramil
rayang
kuterayang
riyem
kuteriyem
robel
kuterobel
linge
lumut
mungkur
owaq
pantan
pantannangka
penarun
tige
simpangtigeuning
umang
despot
despotlinge
gemboyah
item
arulitem
ise-ise
reje
kutereje
rejepayung
reduk
pantanreduk
gele
arulgele
kumer
arulkumer
burni
bius
burnibius
gerbang
gentinggerbang
singit
gunungsingit
pepayungan
angkup
pepayunganangkup
remesen
rutih
semelit
semelitmutiara
wih
porak
wihporak
wihbakong
wihni
wihnidurin
arulputih
relem
arulrelem
burnibiusbaru
jerata
beke
payabeke
pelu
payapelu
rebe
gedung
rebegedung
reremal
senehen
kemili
simpangkemili
tenebuk
tenebukkampung
terang
engon
terangengon
pesam
wihpesam
utama
biusutama
meker
mekerindah
jadi
muliejadi
bersih
wihbersih
sagi
wihsagiindah
arulkumerbarat
arulkumertimur
arulkumerselatan
kolak
blangkolaki
bebesan
mongal
daling
tensaran
lelabu
blanggele
tan
saril
tansaril
blangkolakii
simpangiv
bahgie
keramat
mupakat
keramatmupakat
atu
atugajahrejeguru
tulu
atutulu
burbiah
empus
talu
empustalu
lah
gelelah
kebet
lemah
burbana
lemahburbana
mah
bengi
mahbengi
nunangantara
pendere
penderesaril
sadong
juru
mudi
sadongjurumudi
ulu
nuwih
ulunuwih
colo
coloblanggele
kala
kalakemili
badak
arulbadak
berawang
berawangbaro
gelelungi
reulop
iereulop
kul
kayukul
kedelah
kung
kutelintang
lelumu
jeget
payajeget
pedekok
pegasing
pepalang
kelaping
simpangkelaping
tebuk
ulen
terangulen
ujunggele
ilang
wihilang
nareh
wihnareh
wihlah
jejem
jurusen
kalapegasing
linung
ayu
linungayu
panangan
pananganmata
pantanmusara
terjun
wihterjun
belang
bebangka
belangbebangka
uring
atupayung
bale
nosar
balenosar
bamil
bamilnosar
bewang
dedamar
genuren
kalabintang
segi
kalasegi
kejurun
syiah
kejurunsyiahutama
kelitu
sintep
kelitusintep
kualai
kualaii
bulen
linungbuleni
linungbulenii
mengaya
mudenosar
serule
wakil
jalil
wakiljalil
setie
wihlahsetie
gegarang
jamur
konyel
jamurkonyel
merodot
gelepulo
bah
mancung
blangmancung
pepara
bintangpepara
burlah
buter
cang
duri
cangduri
geulumpangpayung
jaluk
ketol
kalaketol
ampar
karangampar
kekuyang
gelime
kutegelime
penyo
pantanpenyo
pondok
balik
pondokbalik
rejewali
serempah
bergang
bawah
blangmancungbawah
buge
bugeara
gentingbulen
jalantengah
juli
simpangjuli
selon
bukitsama
gunungbukit
jongok
meluem
jongokmeluem
kelupak
kelupakmata
lotkala
mendale
tami
payarejetamidalem
tumpi
payatumpi
pinangan
ewih
delem
bukitewihtamidelem
gunungbahgie
balohen
gunungbalohen
jongkok
bathin
jongkokbathin
lengkio
kalalengkio
kutelot
payatumpibaru
payatumpii
timangan
timangangading
telege
telegeatu
gogop
atugogop
buterbalik
dedingin
panang
kutepanang
lukub
sabun
lukubsabun
sile
pantansile
ratawali
segene
segenebalik
tapak
moge
tapakmoge
tawarmiko
tawardi
nongkal
wihnongkal
bukitrata
lukubsabunbarat
lukubsabuntengah
lukubsabuntimur
toa
wihnongkaltoa
tapakmogetimur
empu
empubalik
blangbalik
kalanongkal
jerik
pantanjerik
arulgading
kekumur
belangkekumur
berawanggading
celala
cibro
kuyuntoa
uken
kuyunuken
melala
payakolak
ramung
ramungara
depet
tanohdepet
uningberawangramung
blangdelem
depetindah
takengon
takengontimur
asir
asirasir
asia
asirasirasia
baleatu
bujang
suku
gunungsuku
hakim
hakimbalebujang
kenawat
kuteni
kutenireje
pedemun
one
pedemunoneone
rawe
takengonbarat
toweren
towerenantara
toweran
towerantoa
towerenuken
teluk
one-one
telukone-one
mersa
merahmersa
waq
waqtoweren
atulintang
mege
merahmege
pupuk
merahpupuk
muyang
merahmuyang
murni
gayomurni
kepala
akal
kepalaakal
abu
tanohabu
kekelip
bintangkekelip
jernang
merahjernang
mulyo
damarmulyo
pantandamar
said
merahsaid
dewal
berawangdewal
telegesari
jegetayu
tungel
payatungel
jagong
jagongjeget
bukitsari
kemuning
bukitkemuning
dedep
payadedep
bies
penentanan
biespenentanan
biesbaru
biesmulie
aru
arulatong
lukup
simpanglukupbadak
atang
jungket
atangjungket
tebes
lues
tebeslues
deku
pucukdeku
lenga
pegantungen
uningpegantungen
niken
simpanguningniken
bayur
karangbayur
pantantengah
rusip
pilar
pertik
arulpertik
pilarjaya
tirmi
tirmiara
singkih
atusingkih
pantanbener
kerawang
mekarmaju
tampu
payatampu
merandeh
merandehpaya
rawa
kualarawa
kiri
pilarwihkiri
lut
lutjaya
indrapuri
suakindrapuri
belakang
kampungbelakang
kalak
ujungkalak
ujongbaroh
rundeng
drienrampak
pasaraceh
seurahet
padangseurahet
panggong
seuneugok
darat
gampongdarat
gampa
blangbeurandang
ribee
suakribee
suakraya
suaknie
leuhan
sigadeng
suaksigadeng
keudearon
masjid
kampungmasjid
mancang
padangmancang
meunasahbuloh
aluetampak
beureugang
marek
jambu
pasijambu
meunasahara
meunasahrayeuk
peunia
tumpokladang
pasiteungoh
putim
rambot
meunasahrambot
pasijeumpa
palimbungan
muko
meuna.
gantung
meuna.gantung
geunang
blanggeunang
puuk
tanjongbungong
on
alueon
meulaboh
tanjongmeulaboh
keudetanjong
pungkie
pucokpungkie
teladan
pasiara
meunuang
meunuangtanjong
aluelhee
blangdalam
caleue
driencaleue
peudeung
aluepeudeung
meugat
pasimeugat
babahmeulaboh
pasikumbang
sikabu
padangsikabu
teubei
sawangteubei
butu
butujaya
keuramat
tungkop
sakuy
kajeung
sarahperlak
tutut
sibak
driensibak
saya
tuwisaya
lancong
sipot
pungki
gunongbuloh
ramitie
lubokbeutong
gleng
tanohmirah
gaseu
luengbaro
bhee
kualabhee
lunak
pasilunak
pasiaceh
arontunong
aronbaroh
pandan
pasipandan
rantopanyang
gempa
gemparaya
padangjawa
ieitamtunong
ieitambaroh
tingkeumpanyang
teungku
yah
luengteungkuyah
luengtanohtho
gunongrambong
mangko
drienmangko
hampa
gununghampa
lung
lungjawa
mee
blangmee
alueblang
luah
payaluah
pasiarakualabatee
sikaya
aluesikaya
huda
darulhuda
keuleumbah
aluepanyang
keumudai
cotkeumudai
seumantok
situah
cotsituah
jawi
birah
pasibirah
sundak
aluesundak
teumarom
murong
cotmurong
siblah
gleesiblah
suaktrieng
lagan
bubon
cotlaganbubon
bakat
luengbuloh
cotdarat
pluh
cotpluh
seumeurung
cotseumeurung
cotmasjid
lampise
cotlampise
cotseulamat
amun
cotamun
deuah
gampongladang
gampongcot
keureuseng
tinggai
kruengtinggai
kualabubon
lhokbubon
leuken
mesjidbaro
lumpat
payalumpat
pinem
pange
pucoklueng
rangkileh
reusak
suakpandan
seuke
suakseuke
breh
suakpantebreh
geudeubang
suakgeudeubang
seumaseh
suakseumaseh
timah
suaktimah
nga
ujongnga
aluebakong
sibeutong
blangsibeutong
cotkeumuneng
lada
cotlada
gunongpanah
pling
kualapling
layung
liceh
peulanteu
sp
peulanteusp
seumuleng
suakpangkat
trap
seuneuboktrap
arongan
aluebagok
cotbuloh
cotkumbang
cotjurumudi
keub
mutia
pantemutia
peribu
pantonmakmu
pantonbahagia
lb.
peulanteulb.
langgeh
rimbalanggeh
keumudee
suakkeumudee
lhong
seuneuboklhong
