district
laubaleng
mardingding
payung
empat
simpangempat
kutabuluh
dolat
rayat
dolatrayat
merdeka
naman
teran
namanteran
tiganderket
morawa
tanjungmorawa
sibolangit
kutalimbaru
pancur
pancurbatu
namorambe
sibiru-biru
stm
hilir
stmhilir
bangunpurba
galang
stmhulu
patumbak
deli
delitua
sunggal
hamparan
perak
hamparanperak
labuhandeli
percut
tuan
percutseituan
kuis
batangkuis
lubuk
pakam
lubukpakam
pagar
merbau
pagarmerbau
pantai
labu
pantailabu
beringin
siantar
malela
gunungmalela
maligas
gunungmaligas
panei
panombeian
pane
panombeianpane
jorlang
hataran
jorlanghataran
kahean
rayakahean
bosar
bosarmaligas
sidamanik
pematangsidamanik
jawa
tanahjawa
hatonduhan
panribuan
dolokpanribuan
haranggaol
horison
haranggaolhorison
girsang
sipangan
bolon
girsangsipanganbolon
nanggar
dolokbatunanggar
huta
hutabayuraja
maraja
bah
jambi
jawamarajabahjambi
pardamean
dolokpardamean
pematangbandar
huluan
bandarhuluan
masilam
bandarmasilam
silimakuta
silau
doloksilau
silou
siloukahean
tapiandolok
ujung
ujungpadang
pamatang
silima
pamatangsilimahuta
dolog
masagal
dologmasagal
meranti
air
joman
airjoman
balai
tanjungbalai
kepayang
seikepayang
airbatu
rakyat
pulaurakyat
bandarpulau
buntu
buntupane
mandoge
bandarpasirmandoge
kuasan
aekkuasan
kisaran
kotakisaranbarat
kotakisarantimur
songsongan
aeksongsongan
rahunig
dadap
seidadap
seikepayangbarat
seikepayangtimur
tinggi
tinggiraja
janji
setiajanji
silaulaut
rawang
panca
arga
rawangpancaarga
bandring
pulobandring
ledong
aekledong
rantauutara
rantauselatan
bilahbarat
bilahhilir
bilahhulu
pangkatan
panai
panaitengah
panaihilir
panaihulu
sidikalang
sumbul
tigalingga
siempat
nempu
siempatnempu
pungga
silimapunggapungga
pinem
tanahpinem
siempatnempuhulu
siempatnempuhilir
pegagan
pegaganhilir
parbuluan
lae
parira
laeparira
sitember
gunungsitember
berampu
silahisabungan
sitinjo
balige
laguboti
silaen
habinsaran
pohan
pintupohanmeranti
borbor
porsea
ajibata
lumban
lumbanjulu
uluan
sigumpar
narumonda
siantarnarumonda
nassau
tampahan
bonatua
lunasi
bonatualunasi
parmaksian
panyabungan
panyabunganutara
panyabungantimur
panyabunganselatan
panyabunganbarat
siabu
malintang
bukitmalintang
kotanopan
sorik
marapi
lembahsorikmarapi
tambangan
ulu
pungkut
ulupungkut
sipongi
muarasipongi
natal
batangnatal
lingga
linggabayu
batahan
gadis
muarabatanggadis
ranto
baek
rantobaek
bargot
hutabargot
puncak
puncaksorikmarapi
pakantan
sinunukan
naga
nagajuang
lolomatua
gomo
lahusa
hibala
pulau-pulau
pulau-pulaubatu
amandraya
lolowau
susua
maniamolo
hilimegai
toma
mazino
umbunasi
aramo
pulau-pulaubatutimur
mazo
fanayama
ulunoyo
huruna
o'o'u
onohazumba
hilisalawa'ahe
ulususua
sidua'ori
somambawa
boronadu
simuk
pulau-pulaubatubarat
pulau-pulaubatuutara
masa
tanahmasa
luahagundre
luahagundremaniamolo
onolalu
idanotae
uluidanotae
sitelu
tali
urang
jehe
sitelutaliurangjehe
kerajaan
salak
sitelutaliurangjulu
pergetteng
getteng
sengkut
pergettenggettengsengkut
pagindar
tinada
rube
siempatrube
parlilitan
pollung
baktiraja
paranginan
lintong
nihuta
lintongnihuta
sanggul
doloksanggul
sijamapolang
onan
ganjang
onanganjang
pakkat
tarabintang
simanindo
runggu
onanrunggu
nainggolan
palipi
harian
sianjar
mula
sianjarmulamula
ronggur
ronggurnihuta
pangururan
sitio-tio
cermin
pantaicermin
perbaungan
mengkudu
telukmengkudu
rampah
seirampah
tanjungberingin
khalipah
bandarkhalipah
merawan
dolokmerawan
sipispis
masihul
dolokmasihul
kotarih
silinda
serba
jadi
tebing
tebingtinggi
pegajahan
bamban
seibamban
syahbandar
tebingsyahbandar
bintangbayu
medang
deras
medangderas
seisuka
airputih
lima
puluh
limapuluh
talawi
tiram
tanjungtiram
seibalai
tador
lauttador
limapuluhpesisir
datuk
datuklimapuluh
datar
datuktanahdatar
nibung
hangus
nibunghangus
sigompulon
doloksigompulon
halongonan
bolak
padangbolak
padangbolakjulu
portibi
onang
batangonang
simangambat
sihapas
hulusihapas
tenggara
padangbolaktenggara
halongonantimur
ujungbatu
sosopan
barumun
barumuntengah
huristak
lubukbarumun
hutarajatinggi
ulubarumun
sosa
lubu
sutam
batanglubusutam
barumunselatan
nabara
aeknabarabarumun
sihapasbarumun
kotapinang
kampung
kampungrakyat
torgamba
sungaikanan
silangkitang
kualuh
kualuhhulu
leidong
kualuhleidong
kualuhhilir
kuo
aekkuo
marbau
na
ix
-
x
naix-x
natas
aeknatas
kualuhselatan
lotu
sawo
tuhemberua
sitolu
ori
sitoluori
namohalu
esiwa
namohaluesiwa
alasa
talumuzoi
alasatalumuzoi
tugala
oyo
tugalaoyo
afulu
lahewa
lahewatimur
lahomi
sirombu
mandrehe
mandrehebarat
moro'o
mandreheutara
lolofitu
moi
lolofitumoi
ulumoro'o
medan
medankota
medansunggal
helvetia
medanhelvetia
denai
medandenai
medanbarat
medandeli
tuntungan
medantuntungan
belawan
medanbelawan
amplas
medanamplas
area
medanarea
johor
medanjohor
marelan
medanmarelan
medanlabuhan
tembung
medantembung
maimun
medanmaimun
polonia
medanpolonia
medanbaru
perjuangan
medanperjuangan
petisah
medanpetisah
medantimur
selayang
medanselayang
siantartimur
siantarbarat
siantarutara
siantarselatan
marihat
siantarmarihat
martoba
siantarmartoba
sitalasari
siantarsitalasari
marimbun
siantarmarimbun
sibolga
sibolgautara
sibolgakota
sibolgaselatan
sambas
sibolgasambas
tanjungbalaiselatan
tanjungbalaiutara
raso
seitualangraso
teluknibung
datukbandar
datukbandartimur
binjaiutara
binjaikota
binjaibarat
binjaitimur
binjaiselatan
padanghulu
rambutan
padanghilir
bajenis
tebingtinggikota
padangsidimpuan
padangsidimpuanutara
padangsidimpuanselatan
batunadu
padangsidimpuanbatunadu
hutaimbar
padangsidimpuanhutaimbar
padangsidimpuantenggara
padangsidimpuanangkolajulu
gunungsitoli
gunungsitoliselatan
gunungsitoliutara
idanoi
gunungsitoliidanoi
alo'oa
gunungsitolialo'oa
gunungsitolibarat
pancung
soal
pancungsoal
ranah
ranahpesisir
lengayang
kapas
batangkapas
iv
jurai
ivjurai
bayang
koto
xi
tarusan
kotoxitarusan
sutera
linggo
sari
baganti
linggosaribaganti
lunang
basa
ampek
tapan
basaampekbalaitapan
nagari
ivnagaribayangutara
airpura
ranahampekhulutapan
silaut
gumanti
lembahgumanti
sekaki
payungsekaki
lembang
lembangjaya
talang
gunungtalang
sundi
bukitsundi
lasi
ixkotosungailasi
kubung
singkarak
xkotosingkarak
diatas
xkotodiatas
junjung
sirih
junjungsirih
hiliran
hilirangumanti
tigo
lurah
tigolurah
kembar
danaukembar
gadang
tanjunggadang
sijunjung
ivnagari
kamang
kamangbaru
lubuak
tarok
lubuaktarok
vii
kotovii
sumpur
kudus
sumpurkudus
kupitan
xkoto
batipuh
rambatan
kaum
limakaum
emas
tanjungemas
lintau
buo
lintaubuo
sungayang
tarab
sungaitarab
pariangan
salimpaung
ganting
padangganting
tanjuang
tanjuangbaru
lintaubuoutara
batipuah
batipuahselatan
alung
lubukalung
anai
batanganai
nan
sabaris
nansabaris
2
11
enam
lingkuang
2x11enamlingkuang
sarik
viikotosungaisarik
v
vkotokampungdalam
garingging
sungaigaringging
limau
sungailimau
aur
ivkotoaurmalintang
ulakan
tapakih
ulakantapakih
sintuak
toboh
sintuaktobohgadang
sago
padangsago
gasan
batanggasan
vkototimur
kayu
tanam
2x11kayutanam
patamuan
lingkung
enamlingkung
tanjungmutiara
basung
lubukbasung
tanjungraya
matur
ivkoto
banuhampu
angkek
ampekangkek
baso
tilatang
tilatangkamang
palupuh
pelembayan
pua
sungaipua
ampeknagari
candung
magek
kamangmagek
malalak
suliki
guguak
payakumbuh
luak
harau
pangkalankotobaru
kapur
kapurix
gunuang
omeh
gunuangomeh
lareh
halaban
larehsagohalaban
situjuah
limo
situjuahlimonagari
mungka
bukik
barisan
bukikbarisan
akabiluru
bonjol
sikaping
lubuksikaping
panti
mapat
tunggul
mapattunggul
duo
duokoto
tigonagari
rao
mapattunggulselatan
alahan
mati
simpangalahanmati
gelugur
padanggelugur
raoutara
raoselatan
pagai
pagaiutara
sipora
siporaselatan
siberut
siberutselatan
siberututara
siberutbarat
daya
siberutbaratdaya
siberuttengah
siporautara
sikakap
pagaiselatan
kotobaru
punjung
pulaupunjung
rumbai
sungairumbai
sitiung
sembilan
sembilankoto
timpeh
kotosalak
tiumang
laweh
padanglaweh
asam
jujuhan
asamjujuhan
besar
kotobesar
sangir
pagu
sungaipagu
parik
diateh
kotoparikgadangdiateh
jujuan
sangirjujuan
hari
sangirbatanghari
pauh
pauhduo
janggo
sangirbalaijanggo
sungaiberemas
melintang
lembahmelintang
pasaman
talamau
kinali
gunungtuleh
ranahbatahan
balingka
kotobalingka
sungaiaur
luhak
luhaknanduo
sasak
sasakranahpesisir
padangselatan
padangtimur
padangbarat
padangutara
bungus
kabung
bungustelukkabung
begalung
lubukbegalung
kilangan
lubukkilangan
kuranji
nanggalo
tangah
kototangah
sikarah
lubuksikarah
harapan
tanjungharapan
segar
lembahsegar
barangin
silungkang
panjang
padangpanjangtimur
padangpanjangbarat
guguakpanjang
mandiangin
k.
selayan
mandiangink.selayan
birugo
baleh
aurbirugotigobaleh
payakumbuhbarat
payakumbuhutara
payakumbuhtimur
lamposi
nagori
lampositigonagori
payakumbuhselatan
pariaman
pariamantengah
pariamanutara
pariamanselatan
pariamantimur
bangkinang
bangkinangkota
kampar
tambang
xiii
xiiikotokampar
kuok
siak
siakhulu
kamparkiri
kamparkirihilir
kamparkirihulu
tapung
tapunghilir
tapunghulu
salo
rumbio
rumbiojaya
perhentian
perhentianraja
kampa
kamparutara
kamparkiritengah
sahilan
gunungsahilan
kotokamparhulu
rengat
rengatbarat
kelayang
penyu
pasirpenyu
peranap
siberida
cenaku
batangcenaku
gangsal
batanggangsal
lirik
kualacenaku
lala
sungailala
lubukbatujaya
rakit
kulim
rakitkulim
batangperanap
bengkalis
bantan
bukitbatu
mandau
rupat
rupatutara
kecil
siakkecil
pinggir
laksamana
bandarlaksamana
muandau
talangmuandau
bathin
solapan
bathinsolapan
reteh
enok
indragiri
kualaindragiri
tembilahan
tempuling
gaung
anak
serka
gaunganakserka
mandah
kateman
keritang
merah
tanahmerah
tuaka
batangtuaka
tembilahanhulu
kemuning
pelangiran
belengkong
telukbelengkong
burung
pulauburung
concong
kempas
sungaibatang
ukui
kerinci
pangkalankerinci
kuras
pangkalankuras
lesung
pangkalanlesung
langgam
pelalawan
kerumutan
bunut
telukmeranti
kualakampar
kijang
bandarseikijang
petalangan
bandarpetalangan
rokan
rokanivkoto
rambah
tambusai
kepenuhan
kunto
kuntodarussalam
samo
rambahsamo
rambahhilir
tambusaiutara
tandun
kabun
bonai
bonaidarussalam
tapah
pagarantapahdarussalam
kepenuhanhulu
pendalian
pendalianivkoto
kubu
bangko
tanahputih
rimba
rimbamelintang
bagansinembah
pasirlimaukapas
sinaboi
pujud
melawa
tanahputihtanjungmelawa
pusako
bangkopusako
hampar
batuhampar
kopar
rantaukopar
pekaitan
kububabussalam
tanjungmedan
bagan
sinembah
bagansinembahraya
balaijaya
apit
sungaiapit
minas
sungaimandau
dayun
kerincikanan
bunga
bungaraya
gasib
kotogasib
kandis
lubukdalam
sabak
auh
sabakauh
mempura
kuantan
mudik
kuantanmudik
kuantantengah
singingi
kuantanhilir
cerenti
benai
gunungtoar
singingihilir
pangean
logas
darat
logastanahdarat
inuman
hulukuantan
kuantanhilirseberang
sentajo
sentajoraya
pucuk
pucukrantau
rangsang
rangsangbarat
tebingtinggibarat
pulaumerbau
tebingtinggitimur
tasik
putri
puyu
tasikputripuyu
rangsangpesisir
sukajadi
pekanbaru
pekanbarukota
sail
senapelan
bukitraya
tampan
marpoyan
damai
marpoyandamai
tenayan
tenayanraya
rumbaipesisir
dumai
dumaibarat
dumaitimur
bukitkapur
sungaisembilan
kampai
medangkampai
dumaikota
dumaiselatan
gunungraya
danaukerinci
sitinjau
sitinjaulaut
hangat
airhangat
gunungkerinci
merangin
batangmerangin
keliling
kelilingdanau
aro
kayuaro
airhangattimur
tujuh
gunungtujuh
siulak
depati
depatitujuh
mukai
siulakmukai
kayuarobarat
bukitkerman
airhangatbarat
jangkat
siau
muarasiau
manau
sungaimanau
tabir
pamenang
tabirulu
tabirselatan
masurai
lembahmasurai
bangkobarat
nalo
tatan
nalotatan
masumai
batangmasumai
pamenangbarat
ilir
tabirilir
tabirtimur
renah
pembarap
renahpembarap
jambu
pangkalanjambu
jangkattimur
renahpamenang
pamenangselatan
margo
margotabir
lintas
tabirlintas
tabirbarat
tiang
pumpung
tiangpumpung
asai
batangasai
limun
sarolangun
pelawan
hitam
airhitam
viii
bathinviii
singkut
gedang
cerminnangedang
mersam
tembesi
muaratembesi
bulian
muarabulian
batin
xxiv
batinxxiv
pemayung
maro
sebo
maroseboulu
bajubang
maroseboilir
luar
jambiluarkota
sekernan
kumpeh
marosebo
mestong
kumpehulu
bahar
sungaibahar
gelam
sungaigelam
baharutara
baharselatan
taman
rajo
tamanrajo
tungkal
tungkalulu
tungkalilir
pengabuan
betara
merlung
batangasam
mendaluh
renahmendaluh
papalik
muarapapalik
seberangkota
bram
itam
bramitam
kualabetara
senyerang
muarasabaktimur
nipah
nipahpanjang
mendahara
rasau
rantaurasau
sadu
dendang
muarasabakbarat
kualajambi
mendaharaulu
geragai
berbak
tumbuh
tanahtumbuh
rantaupandan
pasar
muaro
bungo
pasarmuarobungo
sepenggal
tanahsepenggal
pelepat
limbur
mengkuang
limburlubukmengkuang
muko-muko
muko-mukobathinvii
pelepatilir
ii
babeko
batiniibabeko
iii
bathiniii
dani
bungodani
rimbo
rimbotengah
bathiniiiulu
pelayang
bathiniipelayang
jujuhanilir
tanahsepenggallintas
tebo
tebotengah
teboilir
teboulu
bujang
rimbobujang
sumay
viikoto
rimboulu
rimboilir
tengahilir
serai
serumpun
seraiserumpun
viikotoilir
muaratabir
telanaipura
jambiselatan
jambitimur
pasarjambi
pelayangan
danauteluk
kotabaru
jelutung
barajo
alambarajo
sipin
danausipin
paal
paalmerah
penuh
sungaipenuh
pesisirbukit
hamparanrawang
tanahkampung
kumun
debai
kumundebai
pondok
pondoktinggi
bungkal
sungaibungkal
sosoh
buay
rayap
sosohbuayrayap
pengandonan
peninjauan
baturaja
baturajabarat
baturajatimur
ogan
uluogan
semidang
aji
semidangaji
lubukbatang
lengkiti
sinar
sinarpeninjauan
lubukraja
muarajaya
kedaton
kedatonpeninjauanraya
tanjunglubuk
pedamaran
mesuji
agung
kayuagung
sirah
sirahpulaupadang
tulung
selapan
tulungselapan
pampangan
lempuing
sugihan
airsugihan
menang
sungaimenang
jejawi
cengal
lampam
pangkalanlampam
mesujimakmur
mesujiraya
lempuingjaya
telukgelam
pedamarantimur
tanjungagung
enim
muaraenim
rambang
niru
rambangniru
megang
gunungmegang
gelumbang
lawang
kidul
lawangkidul
semende
semendedaratlaut
semendedarattengah
semendedaratulu
ujan
ujanmas
lubai
rotan
sungairotan
lembak
benakat
kelekar
belida
muarabelida
belimbing
belidadarat
lubaiulu
petulai
dangku
empatpetulaidangku
panangenim
tanjungsakti
pumu
tanjungsaktipumu
jarai
kotaagung
pulaupinang
merapi
merapibarat
lahat
pajar
pajarbulan
mulak
mulakulu
kikim
kikimselatan
kikimtimur
kikimtengah
kikimbarat
pseksu
gumay
gumaytalang
pagargunung
merapitimur
pumi
tanjungsaktipumi
gumayulu
merapiselatan
tanjungtebat
muarapayang
sukamerindu
sebingkai
mulaksebingkai
lahatselatan
tugumulyo
lakitan
muaralakitan
kelingi
muarakelingi
jayaloka
beliti
muarabeliti
stl
terawas
stluluterawas
selangit
megangsakti
purwodadi
bts.
bts.ulu
kepungut
tiangpumpungkepungut
sumber
harta
sumberharta
tuah
negeri
tuahnegeri
karya
sekayu
lais
keruh
sungaikeruh
leko
batangharileko
sanga
desa
sangadesa
babat
toman
babattoman
lilin
sungaililin
keluang
bayung
lencir
bayunglencir
plakat
plakattinggi
lalan
tungkaljaya
wetan
lawangwetan
supat
babatsupat
jirak
jirakjaya
banyuasin
i
banyuasini
banyuasinii
banyuasiniii
rimau
pulaurimau
muarapadang
telang
muaratelang
makarti
makartijaya
kelapa
talangkelapa
bayur
rantaubayur
lago
tanjunglago
muarasugihan
salek
airsalek
suak
tapeh
suaktapeh
sembawa
marga
sumbermargatelang
kumbang
airkumbang
karangagungilir
selat
penuguan
selatpenuguan
martapura
madang
buaymadang
belitang
cempaka
pemuka
peliung
buaypemukapeliung
suku
madangsukuii
madangsukui
semendawai
semendawaisukuiii
belitangii
belitangiii
mayang
bungamayang
buaymadangtimur
madangsukuiii
semendawaibarat
semendawaitimur
jayapura
belitangjaya
belitangmadangraya
mulya
belitangmulya
bangsa
buaypemukabangsaraja
pulauberingin
banding
bandingagung
kisam
muaraduakisam
sandang
buaysandangaji
runjung
buayrunjung
mekakau
mekakauilir
pemaca
buaypemaca
kisamtinggi
kisamilir
ribu
ranau
t
buaypematangriburanaut
warkuk
warkukranauselatan
runjungagung
are
sungaiare
sindang
sindangdanau
buana
buanapemaca
dihaji
tigadihaji
rawan
buayrawan
kuang
muarakuang
tanjungbatu
tanjungraja
indralaya
pemulutan
alai
rantaualai
indralayautara
indralayaselatan
pemulutanselatan
pemulutanbarat
rantaupanjang
pinang
sungaipinang
rambangkuang
keliat
lubukkeliat
payaraman
muarapinang
pendopo
musi
ulumusi
lintangkanan
talangpadang
pasemah
pasemahairkeruh
sikap
sikapdalam
saling
pendopobarat
ubi
talangubi
penukal
penukalutara
abab
abang
tanahabang
rupit
rawas
rawasulu
rawasilir
dapo
karangdapo
karangjaya
ulurawas
ilirbaratii
seberangului
seberanguluii
ilirbarati
ilirtimuri
ilirtimurii
sukarami
sako
kalidoni
bukitkecil
gandus
kertapati
plaju
alang-alang
lebar
alang-alanglebar
sematang
borang
sematangborang
jakabaring
ilirtimurtiga
pagaralamutara
pagaralamselatan
dempo
dempoutara
demposelatan
dempotengah
linggau
lubuklinggautimuri
lubuklinggaubarati
lubuklinggauselatani
lubuklinggauutarai
lubuklinggautimurii
lubuklinggaubaratii
lubuklinggauselatanii
lubuklinggauutaraii
prabumulih
prabumulihbarat
prabumulihtimur
cambai
kpk
rambangkpktengah
prabumulihutara
prabumulihselatan
kedurang
seginim
pino
manna
kotamanna
pinoraya
kedurangilir
nipis
airnipis
ulumanna
bungamas
pasarmanna
kotapadang
ulak
tanding
padangulaktanding
sindangkelingi
curup
bermani
bermaniulu
selupu
rejang
selupurejang
curuputara
curuptimur
curupselatan
curuptengah
binduriang
sindangbelitiulu
dataran
sindangdataran
sindangbelitiilir
bermaniuluraya
enggano
kerkap
kotaargamakmur
giri
girimulya
padangjaya
batik
nau
batiknau
ketahun
napal
napalputih
hijau
putrihijau
besi
airbesi
airnapal
palik
hulupalik
airpadang
arma
armajaya
tanjungagungpalik
ulok
kupai
ulokkupai
pinangraya
sebelat
margasaktisebelat
kinal
tanjungkemuning
kaur
kaurutara
kaurtengah
kaurselatan
maje
nasal
semidanggumay
kelam
kelamtengah
sahung
muarasahung
tetap
lungkang
kule
lungkangkule
guci
padanggucihilir
padanggucihulu
sukaraja
seluma
talo
semidangalas
maras
semidangalasmaras
periukan
airperiukan
sandi
lubuksandi
selumabarat
selumatimur
selumautara
selumaselatan
talokecil
ulutalo
ilirtalo
lubukpinang
mukomuko
kotamukomuko
teras
terunjam
terasterunjam
suguh
pondoksuguh
ipuh
malin
deman
malindeman
rami
airrami
teramang
teramangjaya
selagan
selaganraya
penarik
xiv
xivkoto
vkoto
majunto
airmajunto
dikit
airdikit
lebong
lebongutara
atas
lebongatas
lebongtengah
lebongselatan
pengadang
rimbopengadang
topos
bingin
kuning
binginkuning
lebongsakti
pelabai
amen
uram
uramjaya
belapis
pinangbelapis
bermaniilir
tebat
karai
tebatkarai
kepahiang
merigi
kebawetan
seberangmusi
kemumu
muarakemumu
karangtinggi
talangempat
pondokkelapa
pematangtiga
jati
pagarjati
taba
penanjung
tabapenanjung
kelindang
merigikelindang
merigisakti
kubang
pondokkubang
bang
banghaji
lagan
semidanglagan
selebar
gading
gadingcempaka
segara
teluksegara
bangka
muarabangkahulu
melayu
kampungmelayu
ratu
ratuagung
samban
ratusamban
serut
sungaiserut
singaran
pati
singaranpati
natar
tanjungbintang
kalianda
sidomulyo
katibung
penengahan
palas
jatiagung
ketapang
sragi
rajabasa
candipuro
mataram
merbaumataram
bakauheni
tanjungsari
way
sulan
waysulan
panji
waypanji
kalirejo
rejo
bangunrejo
padangratu
sugih
gunungsugih
trimurjo
punggur
terbanggi
terbanggibesar
seputih
raman
seputihraman
rumbia
seputihbanyak
seputihmataram
surabaya
seputihsurabaya
terusan
nunyai
terusannunyai
bumi
nuban
bumiratunuban
bekri
seputihagung
pangubuan
waypangubuan
bandarmataram
pubian
selagai
selagailingga
tuha
anaktuha
sendang
sendangagung
kotagajah
nabung
buminabung
wayseputih
bandarsurabaya
anakratuaji
putra
putrarumbia
bukitkemuning
kotabumi
sungkai
sungkaiselatan
abung
abungtimur
abungbarat
abungselatan
sungkaiutara
kotabumiutara
kotabumiselatan
abungtengah
abungtinggi
semuli
abungsemuli
surakarta
abungsurakarta
muarasungkai
hulusungkai
sungkaitengah
pekurun
abungpekurun
sungkaijaya
sungkaibarat
kunang
